Date,Open,High,Low,Close,Adj Close,Volume
2023-10-03,54.380001,54.709999,54.380001,54.603001,48.180328,26900
2023-10-04,54.380001,54.380001,54.380001,54.380001,47.983559,400
2023-10-05,54.279999,54.387001,54.279999,54.387001,47.989738,200
2023-10-06,54.422001,54.709000,54.422001,54.709000,48.273861,1300
2023-10-09,55.368999,55.681000,55.368999,55.681000,49.131531,2900
2023-10-10,55.599998,55.750000,55.527000,55.527000,48.995644,1200
2023-10-11,56.060001,56.070000,55.848999,55.993000,49.406830,14000
2023-10-12,56.220001,56.220001,55.855999,55.855999,49.285942,1900
2023-10-13,57.560001,57.595001,57.529999,57.595001,50.820396,2800
2023-10-16,57.439999,57.509998,57.397999,57.397999,50.646564,2800
2023-10-17,57.619999,57.674999,57.490002,57.500000,50.736568,2600
2023-10-18,58.439999,58.439999,58.348999,58.348999,51.485706,200
2023-10-19,58.439999,59.049999,58.439999,59.049999,52.104252,500
2023-10-20,59.000000,59.720001,59.000000,59.189999,52.227783,6000
2023-10-23,59.250000,59.250000,58.840000,58.840000,51.918953,900
2023-10-24,58.939999,59.049999,58.930000,58.987000,52.048660,2500
2023-10-25,59.185001,59.243999,59.185001,59.243999,52.275433,400
2023-10-26,59.157001,59.320000,59.157001,59.320000,52.342491,900
2023-10-27,59.389999,59.939999,59.389999,59.939999,52.889565,1800
2023-10-30,59.770000,59.779999,59.580002,59.695999,52.674263,3700
2023-10-31,59.790001,59.790001,59.327000,59.334999,52.355728,1100
2023-11-01,59.134998,59.330002,59.134998,59.174000,52.213665,5000
2023-11-02,59.083000,59.419998,59.083000,59.296001,52.321316,6700
2023-11-03,59.520000,59.689999,59.520000,59.555000,52.549850,600
2023-11-06,59.305000,59.320000,59.130001,59.130001,52.174843,32100
2023-11-07,58.520000,58.891998,58.509998,58.825001,51.905716,8700
2023-11-08,58.779999,58.779999,58.292000,58.292000,51.435410,1500
2023-11-09,58.180000,58.770000,58.180000,58.507999,51.626003,1200
2023-11-10,58.139999,58.139999,57.779999,57.779999,50.983635,67600
2023-11-13,58.150002,58.150002,58.150002,58.150002,51.310116,0
2023-11-14,58.430000,58.779999,58.430000,58.701000,51.796303,1700
2023-11-15,58.599998,58.630001,58.574001,58.574001,51.684242,800
2023-11-16,59.270000,59.270000,59.220001,59.220001,52.254257,700
2023-11-17,59.355000,59.355000,59.180000,59.180000,52.218960,900
2023-11-20,58.599998,59.099998,58.599998,59.098000,52.146603,500
2023-11-21,59.840000,59.889999,59.759998,59.759998,52.730736,19400
2023-11-22,59.939999,59.939999,59.310001,59.500000,52.501320,61900
2023-11-24,59.900002,59.900002,59.810001,59.810001,52.774857,300
2023-11-27,59.939999,60.154999,59.939999,60.154999,53.079273,2700
2023-11-28,60.730000,61.029999,60.700001,60.987000,53.813412,19400
2023-11-29,60.830002,61.099998,60.830002,61.099998,53.913120,1900
2023-11-30,60.779999,61.060001,60.779999,60.825001,53.670467,1200
2023-12-01,61.500000,61.950001,61.500000,61.870998,54.593430,39700
2023-12-04,61.240002,61.240002,60.290001,60.605000,53.476345,3300
2023-12-05,60.619999,60.619999,60.209999,60.500000,53.383694,86100
2023-12-06,60.514999,60.535000,60.514999,60.535000,53.414577,1000
2023-12-07,60.509998,60.610001,60.509998,60.610001,53.480755,700
2023-12-08,59.750000,59.849998,59.750000,59.849998,52.810150,1400
2023-12-11,59.630001,59.630001,59.199001,59.199001,52.235725,800
2023-12-12,59.419998,59.419998,59.092999,59.174999,52.214546,900
2023-12-13,59.139999,60.380001,59.130001,60.331001,53.234573,8100
2023-12-14,60.720001,60.805000,60.720001,60.805000,53.652821,800
2023-12-15,60.759998,60.779999,60.327000,60.327000,53.231045,1100
2023-12-18,60.424999,60.539001,60.409000,60.539001,53.418110,3100
2023-12-19,60.928001,61.078999,60.799999,60.931000,53.764000,10500
2023-12-20,53.790001,53.790001,53.480000,53.512001,53.512001,11200
2023-12-21,53.771000,53.825001,53.770000,53.825001,53.825001,1300
2023-12-22,54.590000,54.590000,54.130001,54.209999,54.209999,10200
2023-12-26,54.400002,54.599998,54.268002,54.360001,54.360001,2700
2023-12-27,54.599998,54.930000,54.599998,54.709999,54.709999,4400
2023-12-28,54.770000,54.849998,54.360001,54.432999,54.432999,118900
2023-12-29,54.415001,54.415001,54.299999,54.362999,54.362999,1000
2024-01-02,54.540001,54.540001,54.000000,54.000000,54.000000,58300
2024-01-03,53.750000,53.799999,53.514999,53.759998,53.759998,3800
2024-01-04,53.860001,53.860001,53.674999,53.839001,53.839001,1900
2024-01-05,54.136002,54.136002,53.730000,53.730000,53.730000,700
2024-01-08,53.340000,53.480000,53.340000,53.480000,53.480000,1300
2024-01-09,53.779999,53.779999,53.340000,53.436001,53.436001,28900
2024-01-10,53.590000,53.590000,53.290001,53.290001,53.290001,2400
2024-01-11,53.310001,53.490002,52.980000,53.389999,53.389999,12400
2024-01-12,54.000000,54.000000,53.730000,53.919998,53.919998,30800
2024-01-16,53.869999,53.869999,53.320000,53.330002,53.330002,1500
2024-01-17,53.150002,53.150002,52.720001,52.720001,52.720001,39900
2024-01-18,52.840000,53.200001,52.840000,53.189999,53.189999,3200
2024-01-19,53.610001,53.610001,53.310001,53.310001,53.310001,16500
2024-01-22,53.290001,53.360001,53.110001,53.119999,53.119999,5900
2024-01-23,53.439999,53.450001,53.189999,53.340000,53.340000,3600
2024-01-24,53.289001,53.289001,52.988998,52.988998,52.988998,1400
2024-01-25,53.255001,53.255001,52.939999,53.157001,53.157001,2000
2024-01-26,53.134998,53.134998,53.134998,53.134998,53.134998,300
2024-01-29,53.540001,53.625000,53.474998,53.625000,53.625000,1400
2024-01-30,54.009998,54.009998,53.549999,53.674999,53.674999,1800
2024-01-31,53.939999,54.000000,53.551998,53.551998,53.551998,40000
2024-02-01,53.900002,54.279999,53.299999,53.299999,53.299999,30300
2024-02-02,53.584999,53.650002,53.584999,53.650002,53.650002,1600
2024-02-05,53.189999,53.410000,53.189999,53.299000,53.299000,1400
2024-02-06,53.299999,53.709999,53.299999,53.599998,53.599998,1600
2024-02-07,53.610001,53.610001,53.500000,53.580002,53.580002,2900
2024-02-08,53.250000,53.491001,53.250000,53.491001,53.491001,9400
2024-02-09,53.430000,53.430000,53.180000,53.316002,53.316002,2900
2024-02-12,53.000000,53.290001,52.919998,53.148998,53.148998,19000
2024-02-13,52.549999,52.549999,52.389999,52.444000,52.444000,24500
2024-02-14,52.259998,52.404999,52.160000,52.404999,52.404999,2000
2024-02-15,52.660000,52.820000,52.639999,52.724998,52.724998,4500
2024-02-16,52.480000,52.994999,52.480000,52.973000,52.973000,25600
2024-02-20,53.380001,53.407001,53.259998,53.276001,53.276001,11000
2024-02-21,53.250000,53.290001,53.169998,53.259998,53.259998,1400
2024-02-22,53.160000,53.230000,53.060001,53.200001,53.200001,14500
2024-02-23,53.209999,53.730000,53.209999,53.599998,53.599998,4600
2024-02-26,53.220001,53.368000,53.220001,53.360001,53.360001,3400
2024-02-27,53.639999,53.639999,53.341999,53.429001,53.429001,2600
2024-02-28,53.470001,53.549999,53.360001,53.450001,53.450001,6200
2024-02-29,53.759998,53.849998,53.759998,53.775002,53.775002,2500
2024-03-01,54.029999,54.959999,54.029999,54.919998,54.919998,3000
2024-03-04,55.259998,55.730000,55.220001,55.705002,55.705002,18300
2024-03-05,55.980000,56.174999,55.976002,55.976002,55.976002,4200
2024-03-06,56.369999,56.605999,56.275002,56.480000,56.480000,3800
2024-03-07,56.750000,56.821999,56.650002,56.821999,56.821999,2400
2024-03-08,57.119999,57.500000,57.119999,57.279999,57.279999,3000
2024-03-11,57.180000,57.549999,57.180000,57.387001,57.387001,7500
2024-03-12,57.049999,57.049999,56.713001,56.713001,56.713001,2100
2024-03-13,56.830002,57.369999,56.830002,57.165001,57.165001,7100
2024-03-14,56.990002,56.990002,56.680000,56.825001,56.825001,6200
2024-03-15,56.689999,56.880001,56.689999,56.798000,56.798000,1200
2024-03-18,56.750000,56.799999,56.580002,56.705002,56.705002,3900
2024-03-19,56.584999,56.860001,56.584999,56.849998,56.849998,7600
2024-03-20,56.813000,57.404999,56.813000,57.404999,57.404999,1200
2024-03-21,57.930000,57.930000,56.990002,57.474998,57.474998,3700
2024-03-22,57.250000,57.250000,56.921001,56.921001,56.921001,3000
2024-03-25,57.340000,57.340000,55.000000,57.118999,57.118999,5400
